epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,45.3903,1.09231,1.52966,1.19626,0.86629,0.82974,0.88389,0.62105,1.18852,1.56972,1.64336,0.000848969,0.000848969,0.000848969
43,46.402,1.08118,1.51326,1.30733,0.86629,0.82974,0.88389,0.62105,1.18852,1.56972,1.64336,0.000834822,0.000834822,0.000834822
44,47.508,1.30851,1.53681,1.43071,0.68741,0.82533,0.86444,0.57404,1.28921,1.70916,1.68352,0.000820675,0.000820675,0.000820675
45,48.5306,1.14349,1.55846,1.24877,0.68741,0.82533,0.86444,0.57404,1.28921,1.70916,1.68352,0.000806528,0.000806528,0.000806528
46,49.6193,1.16292,1.44966,1.33177,0.68741,0.82533,0.86444,0.57404,1.28921,1.70916,1.68352,0.00079238,0.00079238,0.00079238
47,50.6406,1.14007,1.40743,1.21953,0.74811,0.83333,0.87694,0.62738,1.24329,1.5057,1.71758,0.000778233,0.000778233,0.000778233
48,51.6167,1.11259,1.53365,1.29106,0.74811,0.83333,0.87694,0.62738,1.24329,1.5057,1.71758,0.000764086,0.000764086,0.000764086
49,52.6349,1.22743,1.33698,1.25538,0.97707,0.84634,0.94197,0.74414,1.1443,1.3887,1.70007,0.000749939,0.000749939,0.000749939
50,53.6765,1.13344,1.48252,1.2551,0.97707,0.84634,0.94197,0.74414,1.1443,1.3887,1.70007,0.000735792,0.000735792,0.000735792
51,54.751,1.24814,1.31292,1.36298,0.97707,0.84634,0.94197,0.74414,1.1443,1.3887,1.70007,0.000721645,0.000721645,0.000721645
52,55.7228,1.10268,1.3679,1.29115,0.88637,0.817,0.91861,0.70412,1.19789,1.47277,1.7743,0.000707498,0.000707498,0.000707498
53,56.7074,1.0569,1.3504,1.23815,0.88637,0.817,0.91861,0.70412,1.19789,1.47277,1.7743,0.000693351,0.000693351,0.000693351
54,57.6592,1.03062,1.34705,1.18757,0.88637,0.817,0.91861,0.70412,1.19789,1.47277,1.7743,0.000679204,0.000679204,0.000679204
55,58.6546,1.00831,1.3076,1.19144,0.89676,0.87726,0.94197,0.74842,1.12476,1.40248,1.70642,0.000665057,0.000665057,0.000665057
56,59.6389,1.36205,1.40136,1.33686,0.89676,0.87726,0.94197,0.74842,1.12476,1.40248,1.70642,0.000650909,0.000650909,0.000650909
57,60.6387,0.90109,1.10628,1.08501,0.8199,0.81254,0.94639,0.74532,1.1711,1.50306,1.71454,0.000636762,0.000636762,0.000636762
58,61.697,1.03759,1.16938,1.20323,0.8199,0.81254,0.94639,0.74532,1.1711,1.50306,1.71454,0.000622615,0.000622615,0.000622615
59,62.7169,1.14663,1.30516,1.23509,0.8199,0.81254,0.94639,0.74532,1.1711,1.50306,1.71454,0.000608468,0.000608468,0.000608468
60,63.7775,1.00108,1.20122,1.1544,0.90111,0.81454,0.94639,0.66389,1.16489,1.50454,1.63594,0.000594321,0.000594321,0.000594321
61,64.8101,1.05109,1.2434,1.2313,0.90111,0.81454,0.94639,0.66389,1.16489,1.50454,1.63594,0.000580174,0.000580174,0.000580174
62,65.7892,1.03222,1.16114,1.14975,0.90111,0.81454,0.94639,0.66389,1.16489,1.50454,1.63594,0.000566027,0.000566027,0.000566027
63,66.7393,1.06532,1.89385,1.25229,0.94725,0.86533,0.97833,0.64712,1.26948,1.52022,1.63978,0.00055188,0.00055188,0.00055188
64,67.7974,0.99528,1.18577,1.1067,0.94725,0.86533,0.97833,0.64712,1.26948,1.52022,1.63978,0.000537733,0.000537733,0.000537733
65,68.7944,0.99108,1.27896,1.11131,0.95459,0.80989,0.96722,0.63523,1.34282,1.55216,1.64782,0.000523586,0.000523586,0.000523586
66,69.8304,0.98764,1.36871,1.28349,0.95459,0.80989,0.96722,0.63523,1.34282,1.55216,1.64782,0.000509438,0.000509438,0.000509438
67,70.8555,0.90386,1.10566,1.10392,0.95459,0.80989,0.96722,0.63523,1.34282,1.55216,1.64782,0.000495291,0.000495291,0.000495291
68,71.8849,1.04592,1.15093,1.12971,0.95234,0.79123,0.93845,0.64369,1.35118,1.47425,1.61615,0.000481144,0.000481144,0.000481144
69,72.9854,0.91465,1.18552,1.15584,0.95234,0.79123,0.93845,0.64369,1.35118,1.47425,1.61615,0.000466997,0.000466997,0.000466997
70,74.0517,0.88892,1.08148,1.12455,0.95234,0.79123,0.93845,0.64369,1.35118,1.47425,1.61615,0.00045285,0.00045285,0.00045285
71,75.0987,0.77678,0.99853,1.07128,0.83704,0.83333,0.94639,0.7227,1.22587,1.47143,1.57135,0.000438703,0.000438703,0.000438703
72,76.1823,0.87013,1.13962,1.13938,0.83704,0.83333,0.94639,0.7227,1.22587,1.47143,1.57135,0.000424556,0.000424556,0.000424556
73,77.2618,0.93234,1.08339,1.14043,0.78403,0.83333,0.9325,0.7397,1.08128,1.5694,1.50273,0.000410409,0.000410409,0.000410409
74,78.3296,1.01435,1.22242,1.21716,0.78403,0.83333,0.9325,0.7397,1.08128,1.5694,1.50273,0.000396262,0.000396262,0.000396262
75,79.3334,0.83726,0.97576,1.0953,0.78403,0.83333,0.9325,0.7397,1.08128,1.5694,1.50273,0.000382115,0.000382115,0.000382115
76,80.3933,0.917,1.0451,1.08119,0.75566,0.82716,0.94639,0.73494,1.10614,1.55849,1.51418,0.000367967,0.000367967,0.000367967
77,81.4029,0.97082,1.09957,1.07202,0.75566,0.82716,0.94639,0.73494,1.10614,1.55849,1.51418,0.00035382,0.00035382,0.00035382
78,82.4527,0.82269,1.04124,1.04997,0.75566,0.82716,0.94639,0.73494,1.10614,1.55849,1.51418,0.000339673,0.000339673,0.000339673
79,83.4963,0.96114,1.15745,1.02934,0.74665,0.82517,0.93944,0.63628,1.16542,1.51677,1.49988,0.000325526,0.000325526,0.000325526
80,84.5086,1.18181,1.42566,1.26032,0.74665,0.82517,0.93944,0.63628,1.16542,1.51677,1.49988,0.000311379,0.000311379,0.000311379
81,85.5475,0.95886,1.06376,1.12583,0.79766,0.83333,0.94639,0.61134,1.23528,1.39794,1.45842,0.000297232,0.000297232,0.000297232
82,86.5711,0.78863,1.00633,1.0465,0.79766,0.83333,0.94639,0.61134,1.23528,1.39794,1.45842,0.000283085,0.000283085,0.000283085
83,87.5695,0.85111,1.11292,1.11184,0.79766,0.83333,0.94639,0.61134,1.23528,1.39794,1.45842,0.000268938,0.000268938,0.000268938
84,88.5658,0.87337,1.01475,1.09748,0.82981,0.83012,0.96167,0.61692,1.28325,1.41039,1.4462,0.000254791,0.000254791,0.000254791
85,89.6015,0.73757,0.90249,1.01795,0.82981,0.83012,0.96167,0.61692,1.28325,1.41039,1.4462,0.000240644,0.000240644,0.000240644
86,90.6016,0.83478,1.17347,1.07504,0.82981,0.83012,0.96167,0.61692,1.28325,1.41039,1.4462,0.000226497,0.000226497,0.000226497
87,91.647,0.98739,1.07559,1.14692,0.84264,0.82796,0.96167,0.63202,1.28786,1.36179,1.44643,0.000212349,0.000212349,0.000212349
88,92.6957,0.76971,0.95237,1.1234,0.84264,0.82796,0.96167,0.63202,1.28786,1.36179,1.44643,0.000198202,0.000198202,0.000198202
89,93.6977,0.84064,1.13611,1.03,0.85203,0.83232,0.94639,0.62837,1.25672,1.31082,1.45161,0.000184055,0.000184055,0.000184055
90,94.7239,0.85269,0.91233,1.0901,0.85203,0.83232,0.94639,0.62837,1.25672,1.31082,1.45161,0.000169908,0.000169908,0.000169908
