epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,422.885,0.88593,0.50696,0.93938,0.65938,0.48387,0.53631,0.17896,2.74651,1.79017,1.68973,0.0002774,0.0002774,0.0002774
89,427.001,0.85913,0.4671,0.92709,0.70933,0.47267,0.55068,0.18107,2.69727,1.66206,1.66978,0.0002576,0.0002576,0.0002576
90,432.344,0.87195,0.48264,0.92894,0.58451,0.54469,0.51746,0.17375,2.69045,1.59291,1.67056,0.0002378,0.0002378,0.0002378
91,438.871,0.8357,0.46311,0.93037,0.67002,0.52425,0.5331,0.18484,2.74019,1.59205,1.72452,0.000218,0.000218,0.000218
92,444.116,0.86726,0.47249,0.94167,0.6227,0.47932,0.45688,0.18098,2.73867,1.77109,1.73835,0.0001982,0.0001982,0.0001982
93,448.587,0.81398,0.43938,0.94091,0.63864,0.45625,0.49544,0.18629,2.70783,1.89318,1.7331,0.0001784,0.0001784,0.0001784
94,452.983,0.84964,0.4648,0.93788,0.72361,0.48387,0.53555,0.17691,2.72172,1.78488,1.74076,0.0001586,0.0001586,0.0001586
95,458.286,0.78328,0.43569,0.92048,0.65631,0.54839,0.57947,0.18526,2.81058,1.72114,1.79113,0.0001388,0.0001388,0.0001388
96,462.658,0.7845,0.42623,0.91305,0.66273,0.54839,0.56388,0.17177,2.84634,1.70904,1.81555,0.000119,0.000119,0.000119
97,466.848,0.81343,0.45365,0.93982,0.67887,0.54839,0.53242,0.17721,2.83512,1.67976,1.80365,9.92e-05,9.92e-05,9.92e-05
98,472.087,0.82109,0.44178,0.90839,0.70251,0.53356,0.52662,0.16796,2.83573,1.7095,1.80379,7.94e-05,7.94e-05,7.94e-05
99,476.356,0.81626,0.44553,0.90716,0.69531,0.51534,0.5283,0.16664,2.84536,1.73845,1.79932,5.96e-05,5.96e-05,5.96e-05
100,480.615,0.74683,0.43303,0.90623,0.70161,0.53128,0.52839,0.17058,2.85371,1.73376,1.80376,3.98e-05,3.98e-05,3.98e-05
