epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.0637,1.78437,2.76657,1.61495,0.53418,0.35892,0.23637,0.10301,1.55775,2.86078,1.49707,0.000466199,0.000466199,0.000466199
2,27.7951,1.50206,1.99788,1.41504,0.44965,0.61324,0.53012,0.29692,1.49768,2.57563,1.46276,0.000933201,0.000933201,0.000933201
3,41.6154,1.49627,1.94277,1.41425,0.373,0.57929,0.47252,0.25457,1.42596,2.04138,1.36708,0.00139077,0.00139077,0.00139077
4,55.1819,1.44341,1.82998,1.36857,0.51174,0.50095,0.44201,0.23074,1.57345,2.21335,1.55607,0.00138656,0.00138656,0.00138656
5,91.2743,1.39628,1.78323,1.35795,0.57192,0.59912,0.57332,0.30602,1.47675,2.01866,1.45393,0.00137241,0.00137241,0.00137241
6,105.203,1.42215,1.78056,1.37062,0.40012,0.54355,0.42928,0.22723,1.6287,1.99938,1.48388,0.00135826,0.00135826,0.00135826
7,119.591,1.37609,1.74608,1.37705,0.51512,0.60838,0.57289,0.33914,1.40433,1.9461,1.40273,0.00134412,0.00134412,0.00134412
8,134.401,1.37859,1.66759,1.35917,0.51068,0.58646,0.57299,0.35789,1.39876,1.85703,1.39218,0.00132997,0.00132997,0.00132997
9,148.333,1.34626,1.56302,1.33941,0.78741,0.48744,0.63581,0.38355,1.44635,1.68976,1.45107,0.00131582,0.00131582,0.00131582
10,162.173,1.32822,1.5734,1.3377,0.5974,0.469,0.44606,0.26576,1.48028,1.97895,1.48283,0.00130168,0.00130168,0.00130168
11,175.932,1.33703,1.62166,1.34038,0.49914,0.63994,0.60575,0.35965,1.37261,1.67781,1.36482,0.00128753,0.00128753,0.00128753
12,189.924,1.25681,1.5249,1.30062,0.66532,0.65065,0.68673,0.43153,1.33412,1.62474,1.38172,0.00127338,0.00127338,0.00127338
13,204.193,1.25881,1.48682,1.30042,0.61442,0.77621,0.776,0.49629,1.20564,1.39033,1.27423,0.00125923,0.00125923,0.00125923
14,218.725,1.28226,1.48839,1.32548,0.75031,0.68709,0.7838,0.49531,1.29193,1.45672,1.34432,0.00124509,0.00124509,0.00124509
15,232.859,1.26694,1.44754,1.30843,0.7109,0.70596,0.75414,0.43123,1.3815,1.55645,1.42108,0.00123094,0.00123094,0.00123094
16,247.287,1.25803,1.41961,1.28408,0.71088,0.64477,0.72844,0.45797,1.2598,1.38394,1.32624,0.00121679,0.00121679,0.00121679
